application_number,family_name,first_name,middle_name,sex,strand,course,general_ability,verbal_aptitude,numerical_aptitude,spatial_aptitude,perceptual_aptitude,manual_dexterity,date_taken
APP-1025,Williams,Patricia,Ivy,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Smith,Sarah,Kate,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Rodriguez,Patricia,Claire,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Gonzalez,Joseph,James,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Moore,Linda,Louise,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Hernandez,Karen,Claire,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Anderson,Jennifer,Ray,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Taylor,John,Claire,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Smith,William,Hope,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Miller,Linda,Louise,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Jackson,Jessica,Dean,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Anderson,Jessica,Alan,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Hernandez,Jessica,Grace,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Moore,Michael,Alan,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Smith,Linda,Paul,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Davis,John,Rose,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Wilson,Sarah,Kate,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Rodriguez,Susan,Kate,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Jones,Charles,Ivy,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Martinez,Robert,Rose,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Taylor,John,Paul,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Rodriguez,William,Claire,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Brown,David,Ann,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Smith,James,Louise,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Miller,Elizabeth,Rose,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Hernandez,Linda,Kate,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Miller,Jennifer,Rose,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Lopez,William,Kate,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Jones,Richard,Ray,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Davis,Charles,Alan,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Wilson,Jennifer,Dean,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Davis,Karen,Jean,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Miller,Patricia,Ray,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Martinez,Thomas,Ray,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Rodriguez,Jessica,Louise,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Martin,Sarah,Marie,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Moore,David,Dean,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Rodriguez,Joseph,Grace,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Taylor,Joseph,Marie,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Johnson,Joseph,Jean,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Gonzalez,Susan,Grace,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Martinez,Jessica,Kate,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Rodriguez,Sarah,Lee,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Rodriguez,Jennifer,Scott,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Jackson,Michael,Claire,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Martin,Michael,Claire,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Johnson,Charles,Jay,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Moore,William,Ivy,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Jones,Thomas,Scott,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Hernandez,Jessica,Grace,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Martinez,Sarah,Kate,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Hernandez,Richard,Lee,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Anderson,Michael,Marie,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Gonzalez,Joseph,Marie,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Moore,Sarah,Ann,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Jones,William,Ann,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
ICAT2024-0001,Fowler,Angel,Joshua,0,STEM,BSA,77.0,75.0,74.0,68.0,66.0,94.0,2024-03-27
ICAT2024-0002,Taylor,Curtis,Joy,0,TVL,BEED,62.0,61.0,65.0,73.0,74.0,92.0,2024-07-30
ICAT2024-0003,Miller,Robert,Anthony,0,TVL,BSBA,94.0,86.0,74.0,88.0,97.0,77.0,2024-03-25
ICAT2024-0004,Hall,Carolyn,Anna,0,ABM,BSA,87.0,81.0,77.0,69.0,73.0,81.0,2024-10-05
ICAT2024-0005,Santos,Amy,Jeffrey,0,STEM,BEED,66.0,82.0,82.0,98.0,76.0,62.0,2024-08-16
ICAT2024-0006,Ramirez,Misty,Katherine,1,TVL,BSIT,84.0,65.0,95.0,78.0,99.0,83.0,2024-03-03
ICAT2024-0007,Wolfe,Matthew,Eric,0,STEM,BSIT,74.0,78.0,65.0,74.0,66.0,84.0,2024-10-23
ICAT2024-0008,Rogers,Christopher,Colin,1,GAS,BSA,83.0,70.0,83.0,82.0,73.0,77.0,2024-11-25
ICAT2024-0009,Cooper,Joseph,Bradley,0,TVL,BSA,70.0,94.0,75.0,70.0,89.0,84.0,2024-06-27
ICAT2024-0010,Herrera,Teresa,Nicholas,1,TVL,BSBA,80.0,63.0,74.0,62.0,80.0,85.0,2024-08-02
ICAT2024-0011,Carter,Courtney,Nicole,1,STEM,BSBA,96.0,80.0,73.0,91.0,85.0,89.0,2024-05-20
ICAT2024-0012,Ray,Janet,Brandon,0,HUMSS,BSBA,75.0,95.0,94.0,76.0,97.0,87.0,2024-03-29
ICAT2024-0013,Mejia,Tracie,Melissa,1,HUMSS,BSBA,68.0,92.0,91.0,65.0,63.0,67.0,2024-12-02
ICAT2024-0014,Garcia,Joshua,Cynthia,0,ABM,BSHM,87.0,98.0,64.0,84.0,84.0,98.0,2024-05-21
ICAT2024-0015,Martin,Michael,Elizabeth,1,TVL,BSED,95.0,60.0,67.0,94.0,77.0,81.0,2024-09-29
ICAT2024-0016,Zuniga,Deborah,Chelsea,0,HUMSS,BEED,70.0,89.0,60.0,76.0,92.0,71.0,2024-03-07
ICAT2024-0017,Ferguson,John,Steven,0,HUMSS,BSHM,92.0,98.0,72.0,69.0,83.0,70.0,2024-04-14
ICAT2024-0018,Mayo,Danielle,Angela,0,TVL,BSED,91.0,61.0,67.0,83.0,79.0,75.0,2024-09-22
ICAT2024-0019,Nguyen,Kayla,Brian,0,ABM,BSN,65.0,65.0,91.0,64.0,94.0,68.0,2024-11-15
ICAT2024-0020,Johnson,Leslie,Joseph,0,GAS,BSN,70.0,76.0,93.0,98.0,87.0,73.0,2024-03-22
ICAT2024-0021,Gentry,Ashley,Jennifer,0,HUMSS,BEED,83.0,88.0,93.0,88.0,67.0,75.0,2024-03-23
ICAT2024-0022,Rios,Randall,Robin,0,STEM,BSED,61.0,97.0,95.0,74.0,97.0,74.0,2024-06-27
ICAT2024-0023,Thomas,Donald,Julie,0,STEM,BSA,63.0,74.0,64.0,62.0,81.0,64.0,2024-07-28
ICAT2024-0024,Baker,Brenda,Rachael,0,HUMSS,BSA,91.0,73.0,94.0,68.0,96.0,96.0,2024-06-04
ICAT2024-0025,Cox,Wendy,Devon,1,ABM,BSHM,90.0,86.0,72.0,66.0,66.0,87.0,2024-07-10
ICAT2024-0026,Davis,Brandon,Daniel,1,GAS,BEED,89.0,63.0,66.0,63.0,85.0,81.0,2024-08-31
ICAT2024-0027,Moore,Erin,Candace,0,ABM,BSBA,72.0,94.0,88.0,68.0,87.0,71.0,2024-05-29
ICAT2024-0028,James,Wendy,Allison,1,GAS,BSBA,64.0,88.0,95.0,66.0,63.0,94.0,2024-08-02
ICAT2024-0029,Valencia,Alexander,Jennifer,0,STEM,BSHM,75.0,70.0,86.0,91.0,90.0,73.0,2024-09-21
ICAT2024-0030,Dyer,Karen,Kayla,1,STEM,BSBA,84.0,60.0,84.0,76.0,89.0,78.0,2024-05-12
ICAT2024-0031,Rodriguez,Ryan,Shawn,1,TVL,BSA,91.0,69.0,72.0,78.0,73.0,63.0,2024-10-07
ICAT2024-0032,Liu,Jose,Vincent,0,HUMSS,BSIT,63.0,97.0,90.0,92.0,93.0,70.0,2024-03-10
ICAT2024-0033,Romero,Daniel,Colleen,0,TVL,BSIT,71.0,64.0,98.0,64.0,75.0,85.0,2024-11-22
ICAT2024-0034,Fowler,Chelsea,Eric,0,TVL,BSBA,97.0,98.0,62.0,99.0,65.0,86.0,2024-10-23
ICAT2024-0035,Martin,Stephanie,Sandra,1,HUMSS,BSBA,80.0,75.0,76.0,85.0,68.0,79.0,2024-12-22
ICAT2024-0036,Smith,Mario,Andrew,1,HUMSS,BSHM,64.0,60.0,89.0,99.0,96.0,66.0,2024-12-26
ICAT2024-0037,Cox,Tricia,Lindsay,0,TVL,BSBA,92.0,76.0,68.0,82.0,64.0,75.0,2024-04-02
ICAT2024-0038,Brown,Natalie,Stacey,1,HUMSS,BSBA,88.0,94.0,79.0,99.0,93.0,60.0,2024-02-03
ICAT2024-0039,Dennis,Lisa,Tiffany,1,STEM,BSBA,76.0,67.0,66.0,95.0,69.0,77.0,2024-07-25
ICAT2024-0040,Cannon,David,Thomas,1,TVL,BSBA,81.0,73.0,76.0,92.0,91.0,76.0,2024-08-01
ICAT2024-0041,Martin,Allison,Catherine,0,STEM,BSA,87.0,77.0,62.0,60.0,81.0,68.0,2024-03-23
ICAT2024-0042,Hickman,Karina,Hannah,1,ABM,BSA,88.0,95.0,87.0,95.0,60.0,67.0,2024-10-03
ICAT2024-0043,Collins,Wanda,Debra,0,ABM,BSN,62.0,83.0,97.0,95.0,69.0,87.0,2024-06-19
ICAT2024-0044,Lam,Shannon,John,0,STEM,BSED,83.0,62.0,82.0,73.0,75.0,66.0,2024-01-25
ICAT2024-0045,Morgan,Brianna,Jerry,1,TVL,BSHM,86.0,99.0,69.0,75.0,70.0,71.0,2024-03-26
ICAT2024-0046,Smith,Jean,Brian,1,STEM,BSBA,81.0,86.0,75.0,77.0,70.0,66.0,2024-01-27
ICAT2024-0047,Whitehead,Michele,Chad,1,STEM,BSHM,90.0,74.0,72.0,89.0,82.0,79.0,2024-04-02
ICAT2024-0048,Ramirez,Todd,Amber,0,ABM,BSIT,72.0,85.0,81.0,77.0,64.0,77.0,2024-10-07
ICAT2024-0049,Walls,Ashley,Thomas,1,TVL,BEED,94.0,81.0,61.0,67.0,76.0,71.0,2024-10-31
ICAT2024-0050,Kennedy,Richard,Clinton,1,STEM,BSIT,98.0,87.0,82.0,80.0,87.0,98.0,2024-09-12
ICAT2024-0051,Jordan,Rodney,Stuart,0,GAS,BSN,72.0,76.0,62.0,87.0,60.0,93.0,2024-10-10
ICAT2024-0052,Brown,Denise,Debbie,0,HUMSS,BEED,64.0,81.0,99.0,80.0,67.0,79.0,2024-01-24
ICAT2024-0053,Powell,Matthew,Michelle,1,GAS,BSED,85.0,78.0,95.0,68.0,72.0,86.0,2024-04-06
ICAT2024-0054,Lee,Amanda,Donald,1,ABM,BSN,96.0,79.0,85.0,95.0,60.0,79.0,2024-03-12
ICAT2024-0055,Ramirez,John,Sandra,1,ABM,BEED,97.0,98.0,80.0,89.0,88.0,88.0,2024-06-21
ICAT2024-0056,Morton,Melissa,Corey,0,TVL,BEED,70.0,65.0,78.0,92.0,99.0,81.0,2024-09-10
ICAT2024-0057,Kidd,Mary,Tanya,0,ABM,BSA,79.0,74.0,72.0,69.0,61.0,62.0,2024-12-25
ICAT2024-0058,Molina,Joel,Richard,0,GAS,BSN,64.0,89.0,86.0,96.0,72.0,84.0,2024-07-05
ICAT2024-0059,Lewis,Richard,Brian,1,GAS,BSBA,69.0,60.0,66.0,87.0,74.0,71.0,2024-05-27
ICAT2024-0060,Smith,Peter,Sara,1,STEM,BSN,75.0,67.0,89.0,68.0,89.0,93.0,2024-10-31
ICAT2024-0061,Gibson,Rodney,Susan,1,GAS,BSN,92.0,87.0,95.0,88.0,70.0,90.0,2024-10-31
ICAT2024-0062,Peters,Jennifer,Eric,1,HUMSS,BSHM,75.0,77.0,93.0,91.0,75.0,77.0,2024-04-25
ICAT2024-0063,Robinson,Brian,Jill,1,STEM,BSA,78.0,75.0,77.0,81.0,80.0,94.0,2024-01-24
ICAT2024-0064,Adkins,Brian,Breanna,0,ABM,BSBA,74.0,84.0,69.0,73.0,64.0,86.0,2024-07-14
ICAT2024-0065,Calhoun,Amanda,Brian,1,HUMSS,BSN,89.0,86.0,63.0,73.0,86.0,84.0,2024-07-16
ICAT2024-0066,Miller,Jacob,Brooke,0,TVL,BEED,90.0,60.0,82.0,79.0,84.0,86.0,2024-09-19
ICAT2024-0067,Hensley,Richard,Shelly,0,GAS,BSBA,77.0,87.0,91.0,61.0,84.0,81.0,2024-08-09
ICAT2024-0068,Sanchez,Brooke,Christine,1,ABM,BSHM,89.0,68.0,99.0,94.0,61.0,85.0,2024-06-11
ICAT2024-0069,Sandoval,Annette,Leslie,0,STEM,BSA,87.0,68.0,89.0,71.0,63.0,76.0,2024-04-11
ICAT2024-0070,Harris,Jennifer,John,1,HUMSS,BSBA,89.0,80.0,81.0,84.0,77.0,86.0,2024-06-02
ICAT2024-0071,Anderson,Debbie,Stephen,1,STEM,BEED,61.0,94.0,63.0,82.0,74.0,64.0,2024-12-26
ICAT2024-0072,Walton,Charles,Stephen,0,STEM,BSBA,72.0,61.0,99.0,69.0,75.0,68.0,2024-08-06
ICAT2024-0073,Ferrell,Charles,Jason,1,STEM,BSN,73.0,89.0,76.0,83.0,70.0,98.0,2024-04-12
ICAT2024-0074,Anderson,Michael,Casey,0,ABM,BSED,66.0,97.0,61.0,79.0,96.0,84.0,2024-04-04
ICAT2024-0075,Wood,Eric,Martha,1,ABM,BSIT,97.0,75.0,66.0,79.0,98.0,67.0,2024-09-30
ICAT2024-0076,Turner,Tonya,Lindsay,0,HUMSS,BSN,87.0,83.0,64.0,92.0,81.0,60.0,2024-07-24
ICAT2024-0077,Smith,Lisa,Kevin,1,GAS,BSIT,87.0,83.0,89.0,69.0,87.0,71.0,2024-09-14
ICAT2024-0078,Garcia,Natalie,Joseph,1,TVL,BSHM,94.0,90.0,89.0,87.0,97.0,77.0,2024-12-11
ICAT2024-0079,Rodriguez,Angela,Joseph,1,ABM,BSHM,65.0,77.0,88.0,75.0,89.0,96.0,2024-08-22
ICAT2024-0080,Clark,Matthew,Grace,1,HUMSS,BSIT,91.0,80.0,71.0,91.0,73.0,82.0,2024-11-27
ICAT2024-0081,Baker,Tracy,Rebecca,1,HUMSS,BSED,98.0,77.0,95.0,60.0,93.0,72.0,2024-11-24
ICAT2024-0082,Williams,Cynthia,Maria,0,ABM,BSA,86.0,91.0,95.0,75.0,90.0,91.0,2024-01-18
ICAT2024-0083,Smith,Kellie,Dana,1,STEM,BSIT,78.0,74.0,85.0,75.0,79.0,97.0,2024-04-11
ICAT2024-0084,Martin,Scott,Janice,1,GAS,BSN,93.0,82.0,87.0,95.0,81.0,82.0,2024-08-05
ICAT2024-0085,Smith,Charles,Nicole,1,HUMSS,BSED,76.0,74.0,67.0,72.0,80.0,67.0,2024-12-17
ICAT2024-0086,Hernandez,Barry,Mike,0,ABM,BSBA,90.0,77.0,97.0,93.0,98.0,78.0,2024-08-02
ICAT2024-0087,Hernandez,David,Kyle,0,ABM,BSED,74.0,83.0,71.0,79.0,60.0,94.0,2024-12-15
ICAT2024-0088,Fitzpatrick,Teresa,Bill,0,HUMSS,BSIT,63.0,95.0,78.0,68.0,91.0,66.0,2024-05-18
ICAT2024-0089,Clark,John,Curtis,0,TVL,BSED,90.0,90.0,88.0,81.0,71.0,63.0,2024-10-29
ICAT2024-0090,Castro,Nancy,Terri,1,GAS,BSIT,64.0,85.0,91.0,64.0,96.0,63.0,2024-10-18
ICAT2024-0091,Moore,Sarah,Michelle,0,ABM,BSHM,96.0,79.0,65.0,75.0,67.0,95.0,2024-11-06
ICAT2024-0092,Cochran,Nicole,Angel,1,TVL,BSN,99.0,74.0,93.0,84.0,88.0,88.0,2024-10-13
ICAT2024-0093,Middleton,Kimberly,Robert,1,TVL,BEED,79.0,96.0,99.0,63.0,99.0,66.0,2024-09-17
ICAT2024-0094,Shields,Lisa,Joseph,0,ABM,BSED,65.0,70.0,75.0,71.0,95.0,64.0,2024-11-01
ICAT2024-0095,Haynes,Patrick,Benjamin,0,STEM,BEED,88.0,98.0,90.0,78.0,62.0,74.0,2024-07-01
ICAT2024-0096,Walker,Lisa,Steven,1,HUMSS,BSA,89.0,64.0,74.0,76.0,97.0,72.0,2024-04-28
ICAT2024-0097,Hoover,Monica,Jeffrey,1,STEM,BSN,74.0,69.0,77.0,69.0,64.0,63.0,2024-09-13
ICAT2024-0098,Lee,Mark,Michelle,0,HUMSS,BSN,96.0,78.0,88.0,67.0,89.0,79.0,2024-10-27
ICAT2024-0099,Ramirez,Darlene,Ricardo,1,HUMSS,BSN,94.0,91.0,88.0,65.0,98.0,62.0,2024-11-23
ICAT2024-0100,Herrera,Sheila,Darrell,1,HUMSS,BSN,76.0,61.0,65.0,74.0,96.0,97.0,2024-04-11
ICAT2024-0101,White,Sydney,Joseph,0,HUMSS,BSN,62.0,71.0,90.0,93.0,88.0,77.0,2024-02-12
ICAT2024-0102,Carlson,Michael,Kristin,0,TVL,BEED,91.0,65.0,90.0,82.0,86.0,81.0,2024-06-18
ICAT2024-0103,Obrien,William,Paul,1,STEM,BSHM,70.0,81.0,86.0,91.0,78.0,85.0,2024-08-11
ICAT2024-0104,Lee,Bradley,Ryan,0,GAS,BSIT,80.0,76.0,80.0,67.0,85.0,92.0,2024-07-20
ICAT2024-0105,Frost,Amanda,Jennifer,0,TVL,BEED,86.0,63.0,72.0,93.0,83.0,99.0,2024-10-15
ICAT2024-0106,Mclaughlin,James,Ryan,1,GAS,BSHM,63.0,73.0,77.0,95.0,68.0,78.0,2024-09-14
ICAT2024-0107,Mccall,Cindy,Elizabeth,1,GAS,BSIT,61.0,98.0,75.0,70.0,79.0,95.0,2024-02-18
ICAT2024-0108,Cortez,Kevin,Kyle,0,TVL,BEED,65.0,74.0,67.0,89.0,67.0,69.0,2024-06-07
ICAT2024-0109,Nguyen,Heidi,Angela,1,HUMSS,BSN,77.0,86.0,90.0,90.0,75.0,89.0,2024-03-15
ICAT2024-0110,Fisher,Shelby,Erica,0,GAS,BSBA,98.0,92.0,68.0,64.0,77.0,86.0,2024-12-16
ICAT2024-0111,Thompson,Ashley,Richard,1,TVL,BSED,60.0,78.0,79.0,97.0,97.0,91.0,2024-11-19
ICAT2024-0112,Smith,Justin,Russell,0,GAS,BSN,90.0,82.0,81.0,95.0,94.0,84.0,2024-08-13
ICAT2024-0113,Lawson,Marco,Scott,1,HUMSS,BSHM,72.0,75.0,96.0,84.0,74.0,86.0,2024-09-19
ICAT2024-0114,Lewis,Thomas,Rachel,0,HUMSS,BSA,90.0,84.0,84.0,69.0,91.0,62.0,2024-11-05
ICAT2024-0115,Fitzgerald,Donna,Justin,0,TVL,BSN,81.0,66.0,88.0,66.0,93.0,89.0,2024-09-14
ICAT2024-0116,Schultz,Matthew,Loretta,0,ABM,BEED,69.0,64.0,90.0,76.0,81.0,99.0,2024-10-18
ICAT2024-0117,Young,Lance,Lindsay,1,STEM,BSHM,81.0,94.0,84.0,80.0,91.0,94.0,2024-02-27
ICAT2024-0118,Johnson,John,Thomas,0,TVL,BSIT,75.0,78.0,74.0,65.0,87.0,66.0,2024-11-26
ICAT2024-0119,Mack,Stanley,Olivia,0,GAS,BSBA,79.0,61.0,62.0,80.0,63.0,78.0,2024-08-11
ICAT2024-0120,Lee,Heather,Troy,1,HUMSS,BEED,69.0,75.0,93.0,86.0,96.0,71.0,2024-04-04
ICAT2024-0121,Hernandez,Grace,Patricia,0,ABM,BSIT,99.0,84.0,99.0,75.0,91.0,97.0,2024-11-30
ICAT2024-0122,Carrillo,Daniel,Ronald,0,ABM,BEED,76.0,89.0,76.0,60.0,89.0,78.0,2024-03-09
ICAT2024-0123,Brock,Heather,Steven,0,STEM,BEED,82.0,97.0,79.0,87.0,76.0,89.0,2024-08-04
ICAT2024-0124,Wright,Melinda,Stephen,1,ABM,BEED,90.0,66.0,75.0,84.0,96.0,82.0,2024-11-07
ICAT2024-0125,Marshall,Amanda,Angelica,1,HUMSS,BSIT,85.0,77.0,60.0,96.0,63.0,98.0,2024-05-03
ICAT2024-0126,Dodson,Patricia,Cheyenne,1,HUMSS,BSHM,74.0,98.0,82.0,74.0,72.0,99.0,2024-10-06
ICAT2024-0127,Mcclain,Ronald,Rebecca,1,ABM,BSA,66.0,62.0,79.0,88.0,62.0,97.0,2024-06-22
ICAT2024-0128,Merritt,Julia,Thomas,1,ABM,BSIT,78.0,80.0,86.0,71.0,72.0,68.0,2024-04-10
ICAT2024-0129,Walton,Mary,Joshua,1,TVL,BSN,77.0,70.0,76.0,90.0,78.0,81.0,2024-10-29
ICAT2024-0130,Boyd,Courtney,Joshua,0,GAS,BSIT,69.0,74.0,85.0,95.0,83.0,65.0,2024-01-31
ICAT2024-0131,Reeves,Jimmy,Matthew,1,STEM,BSED,94.0,67.0,89.0,83.0,76.0,97.0,2024-12-12
ICAT2024-0132,Fernandez,Devon,Jesse,1,HUMSS,BSIT,74.0,90.0,61.0,99.0,95.0,80.0,2024-09-26
ICAT2024-0133,Hernandez,Jason,Robert,0,STEM,BSA,89.0,79.0,86.0,67.0,68.0,62.0,2024-05-08
ICAT2024-0134,Daniels,Robert,Jamie,0,HUMSS,BEED,67.0,66.0,75.0,94.0,68.0,84.0,2024-06-12
ICAT2024-0135,Price,Kayla,Sophia,1,HUMSS,BSA,94.0,86.0,97.0,69.0,86.0,66.0,2024-01-08
ICAT2024-0136,Gates,Kathy,Omar,1,TVL,BEED,77.0,62.0,83.0,73.0,88.0,88.0,2024-01-03
ICAT2024-0137,Bender,Kenneth,Peter,0,HUMSS,BSIT,83.0,94.0,82.0,63.0,85.0,77.0,2024-12-12
ICAT2024-0138,Ashley,Robert,Julie,0,STEM,BSHM,89.0,65.0,73.0,98.0,61.0,63.0,2024-07-31
ICAT2024-0139,Marsh,Rachael,Tracy,1,ABM,BSBA,96.0,73.0,64.0,95.0,73.0,97.0,2024-04-15
ICAT2024-0140,Graham,Anthony,Matthew,0,ABM,BSED,69.0,98.0,60.0,77.0,69.0,68.0,2024-09-20
ICAT2024-0141,Yates,Jennifer,Mary,1,ABM,BSIT,61.0,68.0,60.0,82.0,75.0,97.0,2024-12-23
ICAT2024-0142,Anderson,Cindy,Anthony,1,STEM,BSBA,76.0,63.0,68.0,86.0,93.0,67.0,2024-06-02
ICAT2024-0143,Vargas,Elizabeth,Christopher,0,GAS,BEED,83.0,92.0,97.0,66.0,88.0,92.0,2024-06-15
ICAT2024-0144,Taylor,Steven,Brent,0,TVL,BSIT,93.0,79.0,89.0,61.0,63.0,90.0,2024-05-27
ICAT2024-0145,Murphy,Shawn,Matthew,1,GAS,BSA,66.0,91.0,88.0,64.0,65.0,80.0,2024-12-07
ICAT2024-0146,Gray,Karen,Marie,0,STEM,BSBA,77.0,99.0,97.0,95.0,80.0,84.0,2024-04-07
ICAT2024-0147,Conley,Thomas,Kaitlyn,1,GAS,BSN,98.0,87.0,66.0,67.0,95.0,73.0,2024-01-21
ICAT2024-0148,Cooke,Michael,Debra,1,GAS,BSBA,86.0,81.0,89.0,85.0,86.0,66.0,2024-10-30
ICAT2024-0149,Bernard,Billy,Anthony,1,GAS,BSED,76.0,83.0,69.0,90.0,64.0,65.0,2024-04-06
ICAT2024-0150,Gonzalez,Andrew,Elijah,0,STEM,BEED,66.0,83.0,68.0,95.0,63.0,97.0,2024-02-19
ICAT2024-0151,Wells,Danny,Stacie,1,STEM,BEED,82.0,87.0,63.0,78.0,98.0,79.0,2024-06-29
ICAT2024-0152,Lyons,Katie,Gary,1,STEM,BSN,92.0,73.0,69.0,90.0,74.0,66.0,2024-08-23
